aspect_ratio,solidity,extent,circularity,area_mm2,perimeter_mm,length_mm,width_mm,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,glcm_contrast_mean,glcm_contrast_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,lbp_bin_10,lbp_bin_11,lbp_bin_12,lbp_bin_13,lbp_bin_14,lbp_bin_15,lbp_bin_16,lbp_bin_17,lbp_bin_18,lbp_bin_19,lbp_bin_20,lbp_bin_21,lbp_bin_22,lbp_bin_23,lbp_bin_24,lbp_bin_25,color_L_mean,color_L_std,color_A_mean,color_A_std,color_B_mean,color_B_std,filepath,label,split
2.1016949152542375,1.0,0.9751230180426462,0.6841098254238144,7.423517169614985,11.67741935483871,4.0,1.903225806451613,0.6655069813856052,1.7238448390758399,0.0,0.0,0.0,0.0,0.0,243.95731653163887,159.25400176342666,0.3062314647846387,0.09146418875926345,0.05125277784138458,0.009636114310431328,0.9731124738398615,0.017570768220167295,0.0235595703125,0.02996826171875,0.02191162109375,0.0162353515625,0.015625,0.01580810546875,0.0111083984375,0.00830078125,0.0086669921875,0.01568603515625,0.02593994140625,0.04888916015625,0.06329345703125,0.05438232421875,0.02679443359375,0.01727294921875,0.01129150390625,0.01031494140625,0.0074462890625,0.00421142578125,0.0040283203125,0.00567626953125,0.0111083984375,0.0211181640625,0.02716064453125,0.49420166015625,236.15017108097834,14.615040986861938,128.0382714484856,0.9742887811843695,131.39652768977317,1.3266549243838097,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop\003_particle0004.png,bop,train
1.276190476190476,0.6739011986923357,0.2637171286425018,0.3115550200292845,9.27625,19.342997586727144,6.7,5.25,0.29348083244860423,0.6566351100446821,2.260625903924171,2.3642618755067866,4.677806710731437,2.734383240776523,-5.82475025107683,299.28805763125433,216.8214065033069,0.4647885531289361,0.06825366105004833,0.15457760080310376,0.015312672712594372,0.9612040734102016,0.028015229809501704,0.0177001953125,0.02386474609375,0.01202392578125,0.00982666015625,0.00677490234375,0.00537109375,0.00494384765625,0.00579833984375,0.0091552734375,0.01318359375,0.024169921875,0.062744140625,0.1024169921875,0.069091796875,0.0313720703125,0.023193359375,0.01220703125,0.015625,0.0062255859375,0.0076904296875,0.0037841796875,0.00946044921875,0.0128173828125,0.02386474609375,0.0302734375,0.4564208984375,107.91979949874687,25.405909441432428,128.88972431077696,1.2988792833312615,128.5576441102757,1.751779750538045,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\006_particle0022.png,bop1,train
1.0078125,0.37165751462337354,0.18855226501937986,0.14377465843288406,31.13375,52.16503182053566,12.9,12.8,0.28080569202959843,0.7817685409367952,1.0119103040204755,1.579633678795836,3.342424887465722,2.732838419493925,2.9022783820887392,327.6879890691887,203.996860539832,0.49723227462450326,0.0623437579118678,0.170954661941139,0.011900934046568449,0.939785194952503,0.03732696575416922,0.0118408203125,0.01751708984375,0.010986328125,0.0107421875,0.007080078125,0.0062255859375,0.0068359375,0.01043701171875,0.01263427734375,0.01806640625,0.03167724609375,0.05810546875,0.08221435546875,0.08642578125,0.04669189453125,0.0316162109375,0.0150146484375,0.0172119140625,0.0076904296875,0.00762939453125,0.00689697265625,0.0084228515625,0.01104736328125,0.0157470703125,0.02044677734375,0.4407958984375,127.75840563991324,23.98234470942538,131.7114967462039,1.9879676381293827,133.28823210412148,3.384786737199687,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\009_particle0000.png,op,train
1.2142857142857142,1.0,0.9741176470588235,0.7778491614424555,6.0312174817898025,9.870967741935484,2.7419354838709675,2.2580645161290325,0.7698023873179576,2.9630538659469634,0.0,0.0,0.0,0.0,0.0,294.5869749124472,191.44645008231288,0.255246288665455,0.07564093048182069,0.03548358007417242,0.006810094062880051,0.9696612839038989,0.019749675365835613,0.03369140625,0.03631591796875,0.02337646484375,0.0196533203125,0.01690673828125,0.013916015625,0.01171875,0.01446533203125,0.01336669921875,0.0155029296875,0.01544189453125,0.02337646484375,0.03448486328125,0.03582763671875,0.0185546875,0.01385498046875,0.009765625,0.009765625,0.00848388671875,0.0106201171875,0.01104736328125,0.01287841796875,0.01861572265625,0.0233154296875,0.033935546875,0.5211181640625,232.88014827018122,15.163425902350793,128.38330587589238,1.1243284648068461,132.4054091158704,2.0317302743862418,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop\003_particle0071.png,bop,train
1.4,1.0,0.9772698412698413,0.763088532446252,8.008324661810613,11.483870967741936,3.3870967741935485,2.4193548387096775,0.7534719036634213,2.47581009609765,29.997592083498066,29.99907229765187,30.0,-29.999972738202107,-30.0,212.55428462455927,145.11181906013766,0.2602408780018847,0.07939593408242278,0.030222241775508498,0.005714755893458117,0.9786570136042472,0.014596820380294947,0.03326416015625,0.03472900390625,0.02215576171875,0.01348876953125,0.01043701171875,0.01055908203125,0.00732421875,0.0079345703125,0.00848388671875,0.00848388671875,0.01861572265625,0.032470703125,0.06494140625,0.05194091796875,0.03338623046875,0.0166015625,0.01068115234375,0.0081787109375,0.00726318359375,0.00689697265625,0.00592041015625,0.00946044921875,0.01593017578125,0.02056884765625,0.02447509765625,0.51580810546875,223.21984811430042,15.53872544961056,128.62466211867678,1.1917204145311466,132.92766121765993,1.5145641943199488,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop\003_particle0010.png,bop,train
0.9811320754716981,0.9450210378681627,0.6112119013062409,0.7644100905510003,1.7528616024973986,5.368037489152724,1.7096774193548387,1.6774193548387097,0.7619247614063415,2.529111543620106,3.4550856037876683,5.085178995012152,9.548253559402596,6.5248404947136525,-9.470349172973972,168.5674146772002,102.66758406888407,0.3751556655404623,0.10356385853135242,0.06451541167378376,0.012598634650010512,0.9804065814772892,0.011940029369087444,0.03143310546875,0.0242919921875,0.01806640625,0.01788330078125,0.0107421875,0.0140380859375,0.0120849609375,0.0098876953125,0.014892578125,0.01580810546875,0.0252685546875,0.043701171875,0.05419921875,0.05657958984375,0.0306396484375,0.0240478515625,0.0166015625,0.01513671875,0.01171875,0.01177978515625,0.0108642578125,0.0162353515625,0.01715087890625,0.01806640625,0.02911376953125,0.44976806640625,119.38030495552732,20.957871299620326,128.7020330368488,1.2170050659498928,133.3005082592122,2.37228539349259,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop\007_particle0010.png,bop,train
0.35714285714285715,1.0,0.9849647266313933,0.607093756821301,55.8475,34.0,12.6,4.5,0.577463999970068,1.3745020851773797,29.999942315335495,29.99997781268383,30.0,-29.99999726463865,-30.0,269.8367696507055,144.11004225148773,0.23990272430519244,0.05900001027900662,0.03535208716280394,0.006306383181462324,0.9496891138403334,0.02699135322998821,0.03662109375,0.0401611328125,0.0177001953125,0.0125732421875,0.00665283203125,0.006591796875,0.007080078125,0.00732421875,0.01007080078125,0.01202392578125,0.01806640625,0.02392578125,0.02752685546875,0.02276611328125,0.0137939453125,0.0115966796875,0.00750732421875,0.00689697265625,0.00579833984375,0.00469970703125,0.00384521484375,0.00677490234375,0.01092529296875,0.02618408203125,0.02642822265625,0.62646484375,233.60132501948559,11.858969627423889,128.63600935307872,0.8137952399467331,132.54390750844374,1.8856522737638544,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0032.png,op,train
1.7290836653386454,0.48369395921692665,0.18530486349532746,0.17267002328938322,50.465,60.602647465467456,21.7,12.55,0.048903971307765345,0.1679288258712531,0.9606257376032166,1.8492229057212728,-3.538497671794348,-2.040658380319036,3.322473842169183,426.39133400435156,258.73528548013627,0.46517863233699563,0.05017183585726518,0.13231347772035007,0.00913113348744838,0.9395200796549297,0.03653052323626215,0.01507568359375,0.0206298828125,0.00897216796875,0.0086669921875,0.0064697265625,0.0069580078125,0.00775146484375,0.01171875,0.01165771484375,0.01983642578125,0.032958984375,0.070556640625,0.09619140625,0.06982421875,0.03460693359375,0.024169921875,0.013916015625,0.013427734375,0.00543212890625,0.00482177734375,0.00390625,0.0067138671875,0.0059814453125,0.01666259765625,0.02191162109375,0.461181640625,100.64895522388059,28.28519559687044,129.98268656716417,1.3799195110526332,136.15194029850747,2.8364189314423722,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\017_particle0025.png,op,train
1.0277777777777777,0.8255212974514347,0.4346846846846847,0.41161393786395023,23.16,26.590663456916808,7.4,7.2,0.6784200964138527,1.9076255356344949,2.5968956868199324,3.34628168264684,6.341982268448786,4.349545916565171,-6.807076203529513,449.4168339665101,327.6795216521711,0.3773467591332108,0.058083491772388605,0.1140158650756785,0.012871030965584214,0.9560628593437163,0.03200099020850521,0.020263671875,0.02117919921875,0.01422119140625,0.01458740234375,0.01361083984375,0.01055908203125,0.0074462890625,0.00701904296875,0.00921630859375,0.0126953125,0.0225830078125,0.0364990234375,0.0687255859375,0.0633544921875,0.0291748046875,0.01568603515625,0.00982666015625,0.0101318359375,0.005859375,0.0076904296875,0.0052490234375,0.00799560546875,0.01092529296875,0.01953125,0.02520751953125,0.53076171875,108.3750743604997,29.717332962684477,132.28703152885188,2.383577973213721,137.54729327781084,2.672261526928275,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0001.png,opa,train
0.9666666666666667,0.6493155966840177,0.4839080459770115,0.3497868877544786,1.7523413111342352,7.934371282977443,1.935483870967742,1.8709677419354838,0.6143196297952718,1.9840236302786058,2.3471983120221616,2.9840693433910466,-5.852285678890448,4.784161932325792,5.7582521720193665,202.6357711081992,141.6703462985527,0.3699457528957648,0.0844070598311333,0.08621257517735874,0.012499189767906023,0.9725693847537995,0.01915324608617291,0.0289306640625,0.0235595703125,0.02252197265625,0.02178955078125,0.0130615234375,0.01171875,0.0093994140625,0.00933837890625,0.008544921875,0.01019287109375,0.021484375,0.04443359375,0.07720947265625,0.07330322265625,0.0438232421875,0.03265380859375,0.02105712890625,0.0186767578125,0.0108642578125,0.00836181640625,0.00909423828125,0.014404296875,0.020751953125,0.01983642578125,0.02117919921875,0.40380859375,129.17760559100577,25.170012552935624,128.71422060164085,1.5692003351514179,136.29535095715588,2.4645107196154594,C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop\006_particle0131.png,bop,train
